D1109	ཁྱད་པར་དུ་འཕགས་པའི་བསྟོད་པ
D1341	ཡན་ལག་བརྒྱད་པའི་རིམ་པ
D1342	རིན་པོ་ཆེའི་འོད་ཅེས་བྱ་བ
D1343	བདེ་བ་ཆེན་པོའི་བདུད་རྩིའི་འོད་ཅེས་བྱ་བ
D1344	བྱང་སེམས་ཐིགས་པའི་མན་ངག་ཅེས་བྱ་བ
D1345	གསང་ཆེན་དགའ་བའི་ཐིག་ལེ་ཞེས་བྱ་བ
D1346	མཆོག་གི་དང་པོའི་སངས་རྒྱས་ལས་ཕྱུང་བ་རྒྱུད་ཀྱི་རྒྱལ་པོ་དཔལ་དུས་ཀྱི་འཁོར་ལོ
D1347	བསྡུས་པའི་རྒྱུད་ཀྱི་རྒྱལ་པོ་དུས་ཀྱི་འཁོར་ལོའི་འགྲེལ་བཤད་རྩ་བའི་རྒྱུད་ཀྱི་རྗེས་སུ་འཇུག་པ་སྟོང་ཕྲག་བཅུ་པ་བཅུ་གཉིས་པ་དྲི་མ་མེད་པའི་འོད་ཅེས་བྱ་བ
D1348	དཔལ་དོན་དམ་པའི་བསྙེན་པ
D1349	དཔལ་ལྡན་དྲི་མ་དང་བྲལ་བའི་འོད་ཀྱི་རྒྱུད་ལ་འཇུག་པའི་བཤད་སྦྱར་སྙིང་པོ་སྣང་བ
D1350	པདྨ་ཅན་ཞེས་བྱ་བའི་དཀའ་འགྲེལ
D1351	དབང་མདོར་བསྟན་པའི་འགྲེལ་བཤད་དོན་དམ་པ་བསྡུས་པ་ཞེས་བྱ་བ
D1352	དབང་མདོར་བསྟན་པའི་མདོར་བཤད
D1353	དབང་མདོར་བསྟན་པའི་རྒྱ་ཆེར་འགྲེལ་པ་ཞེས་བྱ་བ
D1354	དབང་མདོར་བསྟན་པའི་དཀའ་འགྲེལ
D1355	རྒྱུད་ཀྱི་རྒྱལ་པོ་དཔལ་དུས་ཀྱི་འཁོར་ལོའི་དབང་གི་རབ་ཏུ་བྱེད་པའི་འགྲེལ་པ་རྡོ་རྗེའི་ཚིག་འབྱེད་པ་ཞེས་བྱ་བ
D1356	དཔལ་དུས་ཀྱི་འཁོར་ལོའི་སྒྲུབ་པའི་ཐབས་ཡན་ལག་བཞི་པ་ཞེས་བྱ་བ
D1357	དཔལ་ལྡན་རྒྱུ་སྐར་གྱི་དཀྱིལ་འཁོར་གྱི་སྒྲུབ་ཐབས་ཡན་ལག་བཅུ་གཅིག་པ་ཞེས་བྱ་བ
D1358	དཔལ་དུས་ཀྱི་འཁོར་ལོའི་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
D1359	དཔལ་དུས་ཀྱི་འཁོར་ལོའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ
D1360	དཔལ་དུས་ཀྱི་འཁོར་ལོའི་དཀྱིལ་འཁོར་ཆོ་ག
D1361	དཔལ་དུས་ཀྱི་འཁོར་ལོ་ལྷན་ཅིག་སྐྱེས་པ་སྒྲུབ་པའི་ཐབས
D1362	དཔལ་དུས་ཀྱི་འཁར་ལོ་སྐད་ཅིག་གིས་བསྐྱེད་པའི་ལྷན་ཅིག་སྐྱེས་པའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
D1363	དཔལ་དུས་ཀྱི་འཁོར་ལོའི་སྒྲུབ་ཐབས་རྣལ་འབྱོར་རབ་གསལ་
D1364	སྦྱོར་བ་ཡན་ལག་དྲུག་པ་ཞེས་བྱ་བ
D1365	དཔལ་དུས་ཀྱི་འཁོར་ལོ་སྙིང་པོའི་རྒྱན་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
D1366	དུས་ཀྱི་འཁོར་ལོའི་མན་ངག
D1367	སྦྱོར་བ་ཡན་ལག་དྲུག་པ་ཞེས་བྱ་བ
D1368	སྦྱོར་བ་ཡན་ལག་དྲུག་པའི་འགྲེལ་པ
D1369	དཔལ་དུས་ཀྱི་འཁོར་ལོའི་གདམས་ངག་ཉི་མ་ཟླ་བ་སྒྲུབ་པ་ཞེས་བྱ་བ
D1370	ཡེ་ཤེས་སྤྱན་སྒྲུབ་པ་ཞེས་བྱ་བ
D1371	རྣལ་འབྱོར་གསུམ་གྱི་སྙིང་པོ་གསལ་བ་ཞེས་བྱ་བ
D1372	སྦྱོར་བ་ཡན་ལག་དྲུག་གི་མན་ངག་རྗེ་དུས་འཁོར་ཞབས་ཀྱི་ས་མད༄ཟད་པའི་སྙན་རྒྱུད་ཞལ་གྱི་གདམས
D1373	དཔལ་དུས་ཀྱི་འཁོར་ལོའི་མན་ངག་སྦྱོར་བ་ཡན་ལག་དྲུག་གི་རྒྱུད་ཀྱི་དཀའ་འགྲེལ་ཞེས་བྱ་བ
D1374	ཡན་ལག་དྲུག་གི་སྦྱོར་བའི་མན་ངག
D1375	རྣལ་འབྱོར་ཡན་ལག་དྲུག་པ་ཞེས་བྱ་བ
D1376	སྦྱོར་བའི་ཕྲེང་བ
D1377	ནང་གི་སྙེ་མ་ཞེས་བྱ་བ
D1378	སྙིང་པོ་རྡོ་རྗེའི་ཚིག
D1379	རྡོ་རྗེ་ཐེག་པ་དུས་ཀྱི་འཁོར་ལོའི་རྩ་བའི་ལྟུང་བ
D1380	དཔལ་དུས་ཀྱི་འཁོར་ལོའི་སྡོམ་ཚིག
D1381	དཔལ་དུས་ཀྱི་འཁོར་ལོའི་བསྟོད་པ་རྒྱུན་ཆགས་པ་ཞེས་བྱ་བ
D1382	བརྒྱད་བརྒྱད་དྲུག་ཅུ་རྩ་བཞིའི་རྣལ་འབྱོར་མ་རྣམས་ཀྱི་གཏོར་མའི་ཆོ་ག་ཞེས་བྱ་བ
D1383	དུས་ཀྱི་འཁོར་ལོ་ལ་འཇུག་པ་ཞེས་བྱ་བ
D1384	དཔལ་དུས་ཀྱི་འཁོར་ལོའི་རྩིས་ཀྱི་མན་ངག་ཅེས་བྱ་བ
D1385	དཔལ་དུས་ཀྱི་འཁོར་ལོའི་རྩིས་ཀྱི་མན་ངག་ཅེས་བྱ་བ
D1386	གཟའ་ལྔ་སོ་སོའི་རྩིས་ཀྱི་མན་ངག་ཅེས་བྱ་བ
D1387	སྦྱོར་བ་ཡན་ལག་དྲུག་པ
D1388	རྣལ་འབྱོར་ཡན་ལག་དྲུག་གི་བརྗེད་བྱང་ཡོན་ཏན་གྱིས་འགེངས་པ་ཞེས་བྱ་བ
D1389	དབང་མདོར་བསྟན་པའི་བརྗེད་བྱང
D1390	རྡོ་རྗེའི་ཚིག་གི་སྙིང་པོ་བསྡུས་པ་ཞེས་བྱ་བ
D1391	རྡོ་རྗེའི་ཚིག་གི་སྙིང་པོ་བསྡུས་པ་ཞེས་བྱ་བའི་དཀའ་འགྲེལ
D1392	དཔལ་དུས་ཀྱི་འཁོར་ལོའི་རབ་ཏུ་གནས་པའི་ཆོ་ག་ཞེས་བྱ་བ
D1393	དཔལ་དུས་ཀྱི་འཁོར་ལོའི་ཚོགས་འཁོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ
D1394	དཔལ་དུས་ཀྱི་འཁོར་ལོའི་སྦྱིན་སྲེག་གི་ཆོ་ག་ཞེས་བྱ་བ
D1395	འཕགས་པ་མཚན་ཡང་དག་པར་བརྗོད་པ་མདོར་བཤད་བདུད་རྩིའི་ཐིག་པ་ཞེས་བྱ་བ
D1396	འཕགས་པ་འཇམ་དཔལ་གྱི་མཚན་ཡང་དག་པར་བརྗོད་པའི་འགྲེལ་པ་བདུད་རྩིའི་ཐིགས་པ་སྒྲོན་མ་གསལ་བ་ཞེས་བྱ་བ
D1397	འཕགས་པ་འཇམ་དཔལ་གྱི་མཚན་ཡང་དག་པར་བརྗོད་པའི་རྣམ་པར་བཤད་པ
D1398	འཕགས་པ་འཇམ་དཔལ་གྱི་མཚན་ཡང་དག་པར་བརྗོད་པའི་འགྲེལ་པ་དྲི་མ་མེད་པའི་འོད་ཅེས་བྱ་བ
D1399	འཕགས་པ་འཇམ་དཔལ་གྱི་མཚན་ཡང་དག་པར་བརྗོད་པའི་ཕན་ཡོན་གྱི་འགྲེལ་པ
D1400	འཕགས་པ་འཇམ་དཔལ་གྱི་མཚན་ཡང་དག་པར་བརྗོད་པའི་མངོན་པར་རྟོགས་པ
D1401	དཔལ་འཁོར་ལོ་སྡོམ་པའི་དཀའ་འགྲེལ་སྒྲུབ་པའི་ཐབས་ཀྱི་གླེང་གཞི་ཞེས་བྱ་བ
D1402	མངོན་པར་བརྗོད་པ་འབུམ་པ་ལས་ཕྱུང་བ་ཉུང་ངུའི་རྒྱུད་ཀྱི་བསྡུས་པའི་དོན་རྣམ་པར་བཤད་པ་ཞེས་བྱ་བ
D1403	དཔལ་འཁོར་ལོ་སྡོམ་པའི་དཀའ་འགྲེལ་ཞེས་བྱ་བ
D1404	རིན་པོ་ཆེའི་ཚོགས་ཞེས་བྱ་བའི་དཀའ་འགྲེལ
D1405	དཔལ་འཁོར་ལོ་སྡོམ་པའི་དཀའ་འགྲེལ་དཔའ་བོའི་ཡིད་དུ་འོང་བ་ཞེས་བྱ་བ
D1406	དཔལ་འཁོར་ལོ་སྡོམ་པ་རྩ་བའི་རྒྱུད་ཀྱི་དཀའ་འགྲེལ
D1407	དཔལ་འཁོར་ལོ་སྡོམ་པའི་སྒྲུབ་ཐབས་གནས་པའི་མན་ངག་ཐམས་ཅད་རྒྱ་ཆེར་འགྲེལ་པ་ཞེས་བྱ་བ
D1408	ཡོན་ཏན་མ་ལུས་པའི་གནས་ཞེས་བྱ་བའི་འགྲེལ་པ
D1409	གཉིས་ཀའི་བཤད་སྦྱོར་ཞེས་བྱ་བ
D1410	དཔལ་སྡོམ་པའི་འགྲེལ་པ་དཔལ་དེ་ཁོ་ན་ཉིད་མཁས་པ་ཞེས་བྱ་བ
D1411	སྡོམ་པའི་རྒྱུད་ཆུང་ངུའི་མཚམས་སྦྱོར
D1412	དཔལ་བདེ་མཆོག་གི་རྩ་རྒྱུད་ཀྱི་རྒྱ་ཆེར་བཤད་པ་ཚིག་དོན་རབ་ཏུ་གསལ་བ་ཞེས་བྱ་བ
D1413	དཔལ་འཁོར་ལོ་སྡོམ་པའི་རྒྱུད་ཀྱི་རྒྱལ་པོ་བདེ་མཆོག་བསྡུས་པ་ཞེས་བྱ་བའི་རྣམ་པར་བཤད་པ
D1414	རྩ་བའི་རྒྱུད་ཀྱི་སྙིང་པོ་འདུས་པ་ངེས་པར་བརྗོད་པའི་རྒྱུད་བླ་མ་རྩ་བ་རྩ་བའི་འགྲེལ་པ
D1415	རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་དཔལ་རྡོ་རྗེ་མཁའ་འགྲོ་ཤེས་བྱ་བའི་རྣམ་པར་བཤད་པ
D1416	གསང་བ་རྡོ་རྗེའི་རྒྱུད་ཀྱི་རྒྱལ་པོའི་འགྲེལ་པ
D1417	དཔལ་རྡོ་རྗེ་མཁའ་འགྲོ་རྒྱུད་ཀྱི་དེ་ཁོ་ན་ཉིད་རབ་ཏུ་བརྟན་པར་བྱེད་པ་ཞེས་བྱ་བའི་དཀའ་འགྲེལ
D1418	དཔལ་གསང་ཆེན་པདྨ་ཞེས་བྱ་བའི་རྒྱ་ཆེར་འགྲེལ་པ
D1419	དཔལ་མཁའ་འགྲོ་རྒྱ་མཚོ་རྣལ་འབྱོར་མའི་རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོའི་འགྲེལ་པ་གྲུ་གཟིངས་ཞེས་བྱ་བ
D1420	དཔལ་སྡོམ་པ་འབྱུང་བའི་རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོའི་དཀའ་འགྲེལ་པདྨ་ཅན་ཞེས་བྱ་བ
D1421	དཔལ་ཧེ་རུ་ཀ་མངོན་པར་འབྱུང་བ་རྣལ་འབྱོར་མའི་རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོའི་དཀའ་འགྲེལ་ཡི་གེ་ཉུང་ངུ
D1422	རྣལ་འབྱོར་མ་ཀུན་ཏུ་སྤྱོད་པའི་བཤད་སྦྱར
D1423	རྣལ་འབྱོར་མ་ཀུན་ཏུ་སྤྱོད་མའི་བཤད་སྦྱར་ཚིག་དོན་རབ་ཏུ་གསལ་བ་ཞེས་བྱ་བ
D1424	ནམ་མཁའ་དང་མཉམ་པ་ཞེས་བྱ་བའི་རྒྱ་ཆེར་འགྲེལ་པ
D1425	དཔལ་འཁོར་ལོ་སྡོམ་པའི་མཚན་བརྒྱ་རྩ་བརྒྱད་པའི་བསྟོད་པ
D1426	དེ་ཁོ་ན་ཉིད་ཀྱི་སྙིང་པོ་སྒྲུབ་པ་ཞེས་བྱ་བ
D1427	དཔལ་བཅོམ་ལྡན་འདས་མངོན་པར་རྟོགས་པ་ཞེས་བྱ་བ
D1428	དཔལ་འཁོར་ལོ་སྡོམ་པའི་བསྟོད་པ་དོན་ཐམས་ཅད་འགྲུབ་པ་རྣམ་དག་གཙུག་གི་ནོར་བུ་ཞེས་བྱ་བ
D1429	དཔལ་འཁོར་ལོ་སྡོམ་པའི་སྒྲུབ་ཐབས་དེ་ཁོ་ན་ཉིད་བསྡུས་པ་ཞེས་བྱ་བ
D1430	དཔལ་འཁོར་ལོ་སྡོམ་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་དེ་ཁོ་ན་ཉིད་ལ་འཇུག་པ་ཞེས་བྱ་བ
D1431	དཔལ་འཁོར་ལོ་སྡོམ་པའི་དབང་གི་བྱ་བ་མདོར་བསྡུས་པ་ཞེས་བྱ་བ
D1432	དཔལ་འཁོར་ལོ་སྡོམ་པའི་སྒྲུབ་པའི་ཐབས
D1433	དཔལ་འཁོར་ལོ་སྡོམ་པའི་རིམ་པ་ལྔ་པ
D1434	མན་ངག་ལུས་ཀྱི་དཀྱིལ་འཁོར་གྱི་མངོན་པར་རྟོགས་པ
D1435	དཔལ་འཁོར་ལོ་སྡོམ་པའི་རིམ་པ་ལྔ་པའི་འགྲེལ་པ
D1436	བདེ་མཆོག་ལྷན་ཅིག་སྐྱེས་པའི་སྒྲུབ་ཐབས
D1437	བཅོམ་ལྡན་འདས་དཔལ་འཁོར་ལོ་བདེ་མཆོག་སྒྲུབ་པའི་ཐབས་རིན་པོ་ཆེ་ཡིད་བཞིན་གྱི་ནོར་བུ་ཞེས་བྱ་བ
D1438	དཔལ་བདེ་མཆོག་ཕྱག་གཉིས་པའི་ལྷན་ཅིག་སྐྱེས་པའི་སྒྲུབ་ཐབས
