Q2001	ཁྱད་པར་དུ་འཕགས་པའི་བསྟོད་པ
Q2210	རྡོ་རྗེ་གདན་གྱི་རྡོ་རྗེའི་གླུའི་འགྲེལ་པ
Q2211	སྤྱོད་པའི་གླུ
Q2212	སྤྱོད་པའི་གླུའི་འགྲེལ་པ
Q2213	དཔལ་འཁོར་ལོ་སྡོམ་པའི་མངོན་པར་རྟོགས་པ
Q2214	དབང་གི་རབ་ཏུ་བྱེད་པ
Q2215	རང་བྱིན་གྱིས་བརླབ་པའི་རིམ་པའི་མན་ངག་ཅེས་བྱ་བ
Q2216	འཇམ་དཔལ་རྡོ་རྗེའི་སྒྲུབ་ཐབས
Q2217	སྦྱིན་སྲེག་གི་ཆོ་ག
Q2218	དཔལ་རྡོ་རྗེ་མཁའ་འགྲོ་ཞེས་བྱ་བའི་རྒྱུད་ཀྱི་རྒྱལ་པོ་༼ཆེན་པོ༽་ལས་བཏུས་པའི་སྒྲུབ་པའི་ཐབས་བྱན་ཆུབ་ཀྱི་སེམས་ཀུན་ཏུ་གཟིགས་པའི་ཕྲེང་བ་ཞེས་བྱ་བ
Q2219	དཔལ་འཁོར་ལོ་སྡོམ་པའི་ལྷན་ཅིག་སྐྱེས་པའི་དེ་ཁོ་ན་ཉིད་སྣང་བ
Q2220	དཔལ་འཁོར་ལོ་སྡོམ་པའི་སྙིང་པོའི་དེ་ཁོ་ན་ཉིད་བསྡུས་པ
Q2221	ལྷན་ཅིག་སྐྱེས་པའི་དེ་ཁོ་ན་ཉིད་སྣང་བ
Q2222	དཔལ་འཁོར་ལོ་སྡོམ་པའི་དེ་ཁོ་ན་ཉིད་ཀྱི་མན་ངག
Q2223	དཔལ་འཁོར་ལོ་སྡོམ་པའི་གཉིས་སུ་མེད་པའི་བསམ་གཏན་གྱི་མན་ངག་རྣལ་འབྱོར་གྱི་གཏུམ་མོ
Q2224	ལུ་ཡི་པའི་མངོན་པར་རྟོགས་པའི་འགྲེལ་པ་སྡོམ་པ་འབྱུང་བ་ཞེས་བྱ་བ
Q2225	ལའུ་ཡི་པའི་མངོན་པར་རྟོགས་པའི་འགྲེལ་པའི་ཊའི་ཀཱ་ཁྱད་པར་གསལ་བྱེད་ཅེས་བྱ་བ
Q2226	དཔལ་བདེ་མཆོག་གི་དཀྱིལ་འཁོར་ཀྱི་ཆོ་ག
Q2227	དཔལ་བདེ་མཆོག་འཁོར་ལོའི་ཆོ་ག་ཡིད་འོང་ཕྲེང་བ་ཞེས་བྱ་བ
Q2228	མཉེས་པའི་སྙིང་པོ་ཞེས་བྱ་བ
Q2229	ཡེ་ཤེས་འབྱུང་བའི་མན་ངག་ཅེས་བྱ་བ
Q2230	དཔལ་སྡོམ་པ་འབྱུང་བའི་སྒྲུབ་ཐབས
Q2231	དཔལ་མཁའ་འགྲོ་རྒྱ་མཚོའི་རྒྱུད་ཀྱི་དཀྱིལ་འཁོར་གྱི་འཁོར་ལོའི་སྒྲུབ་ཐབས་རིན་པོ་ཆེ་པདམ་རཱགའི་གཏེར་ཞེས་བྱ་བ
Q2232	རྐང་པ་བཞི་བཅུ་རྩ་བརྒྱད་པའི་བསྟོད་པ
Q2233	དཔལ་མཁའ་འགྲོ་རྒྱ་མཚོའི་རྒྱུད་ཀྱི་གཏོར་མའི་ཆོ་ག་རིན་པོ་ཆེ་ཨསྨ་གརབྷ
Q2234	༼མ་ཎཌ་ལ་གྱི་ཆོ་ག་རིན་པོ་ཆེ་མརྒད
Q2235	དཔལ་མཁའ་འགྲོ་རྒྱ་མཚོའི་དབང་བསྐུར་བའི་རྒྱུད་ཀྱི་ཆོ་ག
Q2236	དཔལ་མཁའ་འགྲོ་རྒྱ་མཚོའི་རྒྱུད་ཀྱི་སྦྱིན་སྲེག་གི་ཆོ་ག་རིན་པོ་ཆེ་མེ་ཤེལ
Q2237	རང་བྱིན་གྱིས་བརླབ་པའི་མན་ངག་གི་སྒྲུབ་ཐབས
Q2238	དཔལ་སྡོམ་པའི་མན་ངག་ཞལ་ནས་སྙན་དུ་བརྒྱུད་པ་ཡིད་བཞིན་ནོར་བུ་ཞེས་བྱ་བ
Q2239	དཔལ་འཁོར་ལོ་སྡོམ་པའི་དཀྱིལ་འཁོར་གྱི་བསྟོད་པ་ཞེས་བྱ་བ
Q2240	དཔལ་འཁོར་ལོ་སྡོམ་པའི་དཀྱིལ་འཁོར་གྱི་ལྷ་ཚོགས་ལ་བསྟོད་པ་ཞེས་བྱ་བ
Q2241	དཔལ་འཁོར་ལོ་སྡོམ་པ་ལ་བསྟོད་པ
Q2242	དཔལ་འཁོར་ལོ་སྡོམ་པའི་བསྟོད་པ་ཞེས་བྱ་བ
Q2243	དཔལ་འཁོར་ལོ་སྡོམ་པའི་བསྟོད་པ
Q2244	དཔལ་འཁོར་ལོ་བདེ་མཆོག་གི་རྒྱུན་བཤགས་རྒྱས་པ
Q2245	ལམ་གྱི་དབང་བསྐུར་བའི་རབ་ཏུ་བྱ་བ
Q2246	དབང་གི་ཆོ་གའི་རིམ་པ་ཞེས་བྱ་བ
Q2247	དཔལ་འཁོར་ལོ་སྡོམ་པ་དཔའ་བོ་གཅིག་བུའི་སྒྲུབ་ཐབས
Q2248	དཔལ་བདེ་མཆོག་འཁོར་ལོའི་སྦྱིན་སྲེག་གི་ཆོ་ག
Q2249	དཔལ་འཁོར་ལོ་བདེ་མཆོག་འབྱུང་བ་ཞེས་བྱ་བའི་དཀྱིལ་འཁོར་ཆོ་ག
Q2250	ལྷན་ཅིག་སྐྱེས་པའི་དཀྱིལ་འཁོར་གསུམ་གསལ་བར་བྱེད་པ་ཞེས་བྱ་བ
Q2251	སྒྲོན་མ་བཞིའི་ཊའི་ཀཱ་ཞེས་བྱ་བ
Q2252	དཔལ་རྡོ་རྗེ་ཕག་མོ་སྒྲུབ་པའི་ཐབས་༼ཞེས་བྱ་བ༽
Q2253	གྲུབ་པའི་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་པའི་ཐབས
Q2254	དཔལ་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྔགས་ཀྱི་དེ་ཁོ་ན་ཉིད་ཀྱིས་བྱིན་གྱིས་བརླབ་པའི་རིམ་པ་ཞེས་བྱ་བ
Q2255	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་པའི་ཐབས
Q2256	རྡོ་རྗེ་རྣལ་འབྱོར་མ་དམར་མོའི་སྒྲུབ་ཐབས
Q2257	རྡོ་རྗེ་རྣལ་འབྱོར་མ་དཀར་མོའི་སྒྲུབ་ཐབས
Q2258	དཔལ་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས
Q2259	དཔལ་དེ་ཁོ་ན་ཉིད་ཡེ་ཤེས་གྲུབ་པ
Q2260	དོན་ཐམས་ཅད་གྲུབ་པ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
Q2261	ཡེ་ཤེས་དབབ་པ་ཞེས་བྱ་བ
Q2262	རྡོ་རྗེ་ཕག་མོ་དབུ་བཅད་མའི་སྒྲུབ་ཐབས
Q2263	དབུ་བཅད་མའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q2264	དཔལ་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྦྱིན་སྲེག་གི་ཆོ་ག
Q2265	རིགས་ལྡན་མའི་དེ་ཁོ་ན་ཉིད་ངེས་པ་ཞེས་བྱ་བ
Q2266	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས
Q2267	རུ་སྦལ་ཞབས་ཀྱི་སྒྲུབ་པའི་ཐབས
Q2268	ཀའུ་རྨ་པཱ་ད་ཞེས་བྱ་བའི་གདམས་པ་ཕག་མོ་ཐུགས་ཀྱི་བསྒྲུབ་ཐབས
Q2269	རྡོ་རྗེ་རྣལ་འབྱོར་མ་མཁའ་སྤྱོད་མ་དམར་མོའི་སྒྲུབ་ཐབས
Q2270	སློབ་མ་རྗེས་སུ་གཟུང་བའི་ཆོ་ག་ཞེས་བྱ་བ
Q2271	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་དབང་མདོར་བསྡུས་པ་ཞེས་བྱ་བ
Q2272	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་ཚོགས་ཀྱི་འཁོར་ལོའི་ཆོ་ག་ཞེས་བྱ་བ
Q2273	རྣལ་འབྱོར་གྱི་རྗེས་སུ་འབྲང་བ་ཞེས་བྱ་བ་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་འགྲེལ་པ
Q2274	སྙིང་པོའི་དོན་བསྡུས་པ་བསྟན་པ
Q2275	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་མཆོད་པའི་ཆོ་ག
Q2276	ཀེང་རུས་ཏཱ་ར་ངའི་སྒྲུབ་ཐབས
Q2277	ཀེང་རུས་ཏཱ་ར་ཎའི་སྒྲུབ་ཐབས་ཀྱི་འགྲེལ་པ་གཞན་ལ་ཕན་པ་ཞེས་བྱ་བ
Q2278	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q2279	རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་ཐབས
Q2280	རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་ཐབས
Q2281	རྡོ་རྗེ་ཕག་མོ་དཀར་མོའི་སྒྲུབ་ཐབས
Q2282	དཔལ་རྡོ་རྗེ་ཕག་མོ་ཤེས་རབ་གསལ་བྱེད་མའི་བསྟོད་པ་ཞེས་བྱ་བ
Q2283	དཔལ་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་བཞེད་ཀྱི་སྦས་པའི་སྦྱིན་སྲེག་གི་ཆོ་ག་ཞེས་བྱ་བ
Q2284	དཔལ་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་དགོངས་པའི་སྦྱིན་སྲེག་གི་ཆོ་ག
Q2285	དཔལ་རྣལ་འབྱོར་མའི་ཞི་བའི་སྦྱིན་སྲེག་གི་ཆོ་ག
Q2286	དཔལ་རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་ཐབས
Q2287	རྡོ་རྗེ་ཕག་མོ་སྒྲུབ་ཐབས
Q2288	རྡོ་རྗེ་རྣལ་བྱོར་མའི་མཆོད་པ་ལ་སོགས་པ་མདོར་བསྡུས་པ
Q2289	དཔལ་རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་ཐབས་ཀྱི་ཆོ་ག་དོན་ཐམས་ཅད་གྲུབ་པ་ཞེས་བྱ་བ
Q2290	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས
Q2291	གཞན་དོན་སློབ་མ་རྗེས་སུ་གཟུང་བའི་ཆོ་ག
Q2292	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q2293	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ
Q2294	མངོན་པར་རྟོགས་པའི་སྙེ་མ
Q2295	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་བདེ་བ་མཆོག་གི་སྡོམ་པ་ལ་འཇུག་པ་ངེས་པ་དོན་གྱི་དཀྱིལ་འཁོར་ཞེས་བྱ་བ
Q2296	དེ་ཁོ་ན་ཉིད་ཡེ་ཤེས་ཡང་དག་པར་གྲུབ་པའི་རྒྱ་ཆེར་འགྲེལ་པ་དེ་ཁོ་ན་ཉིད་བཤད་པ་ཞེས་བྱ་བ
Q2297	རྡོ་རྗེ་རྣལ་འབྱོར་མ་ཕག་མོ་ཁྲོས་པའི་སྒྲུབ་ཐབས
Q2298	རྡོ་རྗེ་རྣལ་འབྱོར་མ་ལ་བསྟོད་པ
Q2299	རིག་པ་འཛིན་མ་རྩེན་མའི་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་རྗེས་སུ་གནང་བའི་ཆོ་ག
Q2300	གཞན་དོན་སློབ་མ་རྗེས་སུ་བཟུང་བའི་ཆོ་ག
Q2301	དཔལ་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས
Q2302	རིན་པོ་ཆེ་རྒྱན་གྱི་སྒྲུབ་པ
Q2303	རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་པའི་ཐབས
Q2304	དཔལ་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q2305	རྡོ་རྗེ་རྣལ་འབྱོར་མ་ལ་བསྟོད་པ
Q2306	རྡོ་རྗེ་ཕག་མོའི་མདོར་བསྡུས་པའི་བསྟོད་པ
Q2307	ཡེ་ཤེས་དབབ་པའི་ཆོ་ག
Q2308	དཔལ་རྡོ་རྗེ་སྣལ་འབྱོར་མའི་༼དགོངས་པ༽་གསང་བའི་སྦྱིན་སྲེག་གི་ཆོ་ག
Q2309	རྡོ་རྗེ་ཕག་མོའི་པྲ་བརྟག་པ་།་གཏོར་མའི་ཆོ་ག་།་ལག་པའི་མཆོད་པ
Q2310	ཀྱེའི་རྡོ་རྗེ་བསྡུས་པའི་དོན་གྱི་རྒྱ་ཆེར་འགྲེལ་པ
Q2311	ཁྱེའི་རྡོ་རྗེའི་རྒྱུད་ཀྱི་དཀའ་འགྲེལ་པདམ་ཅན་ཞེས་བྱ་བ
Q2312	དཔལ་དགྱེས་པའི་རྡོ་རྗེ་རྣམ་བཤད་རྣམ་པར་འགྲེལ་པ་ཞེས་བྱ་བ
Q2313	དགྱེས་པ་རྡོ་རྗེའི་དཀའ་འགྲེལ་རྣལ་འབྱོར་རིན་པོ་ཆེའི་ཕྲེང་བ་ཞེས་བྱ་བ
Q2314	རྒྱུད་ཀྱི་རྒྱལ་པོ་དཔལ་ཁྱེའི་རྡོ་རྗེའི་འགྲེལ་བཤད་ཁ་སྦྱར་ཤིན་ཏུ་དྲི་མ་མེད་པ་ཞེས་བྱ་བ
Q2315	ཀཽ་མུ་དའི་ཞེས་བྱ་བའི་དཀའ་འགྲེལ
Q2316	རྡོ་རྗེའི་ཚིག་གི་སྙིང་པོ་བསྡུད་པའི་དཀའ་འགྲེལ
Q2317	རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་དགྱེས་པའི་རྡོ་རྗེ་ཞེས་བྱ་བ་སྒྱུ་མ་བརྟག་པ་གཉིས་པའི་དཀའ་འགྲེལ་དྲན་པའི་འབྱུང་གནས་ཞེས་བྱ་བ
Q2318	ཀྱེའི་རྡོ་རྗེ་ཞེས་བྱ་བའི་རྒྱུད་ཀྱི་རྒྱལ་པོའི་འགྲེལ་པ
Q2319	དཔལ་དགྱེས་པའི་རྡོ་རྗེའི་དཀའ་འགྲེལ་མུ་ཏིག་ཕྲེང་བ་ཞེས་བྱ་བ
Q2320	རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་དཔལ་དགྱེས་པའི་རྡོ་རྗེའི་དཀའ་འགྲེལ་སྤྱན་འབྱེད་ཅེས་བྱ་བ
