G1	ཁྱད་པར་དུ་འཕགས་པའི་བསྟོད་པ
G220	དཔལ་རྡོ་རྗེ་མཁའ་འགྲོ་ཞེས་བྱ་བའི་རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་ལས་བཏུས་པའི་སྒྲུབ་པའི་ཐབས་བྱན་ཆུབ་ཀྱི་སེམས་ཀུན་ཏུ་གཟིགས་པའི་ཕྲེང་བ་ཞེས་བྱ་བ
G221	དཔལ་འཁོར་ལོ་སྡོམ་པའི་ལྷན་ཅིག་སྐྱེས་པའི་དེ་ཁོ་ན་ཉིད་སྣང་བ
G222	དཔལ་འཁོར་ལོ་སྡོམ་པའི་སྙིང་པོའི་དེ་ཁོ་ན་ཉིད་བསྡུས་པ
G223	ལྷན་ཅིག་སྐྱེས་པའི་དེ་ཁོ་ན་ཉིད་སྣང་བ
G224	དཔལ་འཁོར་ལོ་སྡོམ་པའི་དེ་ཁོ་ན་ཉིད་ཀྱི་མན་ངག
G225	དཔལ་འཁོར་ལོ་སྡོམ་པའི་གཉིས་སུ་མེད་པའི་བསམ་གཏན་གྱི་མན་ངག་རྣལ་འབྱོར་གྱི་གཏུམ་མོ
G226	ལུ་ཡི་པའི་མངོན་པར་རྟོགས་པའི་འགྲེལ་པ་སྡོམ་པ་འབྱུང་བ་ཞེས་བྱ་བ
G227	ལའུ་ཡི་པའི་མངོན་པར་རྟོགས་པའི་འགྲེལ་པའི་ཊའི་ཀའ་ཁྱད་པར་གསལ་བྱེད་ཅེས་བྱ་བ
G228	དཔལ་བདེ་མཆོག་གི་དཀྱིལ་འཁོར་ཀྱི་ཆོ་ག
G229	དཔལ་བདེ་མཆོག་འཁོར་ལོའི་ཆོ་ག་ཡིད་འོང་ཕྲེང་བ་ཞེས་བྱ་བ
G230	མཉེས་པའི་སྙིང་པོ་ཞེས་བྱ་བ
G231	ཡེ་ཤེས་འབྱུང་བའི་མན་ངག་ཅེས་བྱ་བ
G232	དཔལ་སྡོམ་པ་འབྱུང་བའི་སྒྲུབ་ཐབས
G233	དཔལ་མཁའ་འགྲོ་རྒྱ་མཚོའི་རྒྱུད་ཀྱི་དཀྱིལ་འཁོར་གྱི་འཁོར་ལོའི་སྒྲུབ་ཐབས་རིན་པོ་ཆེ་པདམ་རའགའི་གཏེར་ཞེས་བྱ་བ
G234	རྐང་པ་བཞི་བཅུ་རྩ་བརྒྱད་པའི་བསྟོད་པ
G235	དཔལ་མཁའ་འགྲོ་རྒྱ་མཚོའི་རྒྱུད་ཀྱི་གཏོར་མའི་ཆོ་ག་རིན་པོ་ཆེ་ཨསྨ་གརབྷ
G236	མནད་ལ་གྱི་ཆོ་ག་རིན་པོ་ཆེ་མརྒད
G237	དཔལ་མཁའ་འགྲོ་རྒྱ་མཚོའི་དབང་བསྐུར་བའི་རྒྱུད་ཀྱི་ཆོ་ག
G238	དཔལ་མཁའ་འགྲོ་རྒྱ་མཚོའི་རྒྱུད་ཀྱི་སྦྱིན་སྲེག་གི་ཆོ་ག་རིན་པོ་ཆེ་མེ་ཤེལ
G239	རང་བྱིན་གྱིས་བརླབ་པའི་མན་ངག་གི་སྒྲུབ་ཐབས
G240	དཔལ་སྡོམ་པའི་མན་ངག་ཞལ་ནས་སྙན་དུ་བརྒྱུད་པ་ཡིད་བཞིན་ནོར་བུ་ཞེས་བྱ་བ
G241	དཔལ་འཁོར་ལོ་སྡོམ་པའི་དཀྱིལ་འཁོར་གྱི་བསྟོད་པ་ཞེས་བྱ་བ
G242	དཔལ་འཁོར་ལོ་སྡོམ་པའི་དཀྱིལ་འཁོར་གྱི་ལྷ་ཚོགས་ལ་བསྟོད་པ་ཞེས་བྱ་བ
G243	དཔལ་འཁོར་ལོ་སྡོམ་པ་ལ་བསྟོད་པ
G244	དཔལ་འཁོར་ལོ་སྡོམ་པའི་བསྟོད་པ་ཞེས་བྱ་བ
G245	དཔལ་འཁོར་ལོ་སྡོམ་པའི་བསྟོད་པ
G246	དཔལ་འཁོར་ལོ་བདེ་མཆོག་གི་རྒྱུན་བཤགས་རྒྱས་པ
G247	ལམ་གྱི་དབང་བསྐུར་བའི་རབ་ཏུ་བྱ་བ
G248	དབང་གི་ཆོ་གའི་རིམ་པ་ཞེས་བྱ་བ
G249	དཔལ་འཁོར་ལོ་སྡོམ་པ་དཔའ་བོ་གཅིག་བུའི་སྒྲུབ་ཐབས
G250	དཔལ་བདེ་མཆོག་འཁོར་ལོའི་སྦྱིན་སྲེག་གི་ཆོ་ག
G251	དཔལ་འཁོར་ལོ་བདེ་མཆོག་འབྱུང་བ་ཞེས་བྱ་བའི་དཀྱིལ་འཁོར་ཆོ་ག
G252	ལྷན་ཅིག་སྐྱེས་པའི་དཀྱིལ་འཁོར་གསུམ་གསལ་བར་བྱེད་པ་ཞེས་བྱ་བ
G253	སྒྲོན་མ་བཞིའི་ཊའི་ཀའ་ཞེས་བྱ་བ
G254	དཔལ་རྡོ་རྗེ་ཕག་མོ་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
G255	གྲུབ་པའི་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་པའི་ཐབས
G256	དཔལ་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྔགས་ཀྱི་དེ་ཁོ་ན་ཉིད་ཀྱིས་བྱིན་གྱིས་བརླབ་པའི་རིམ་པ་ཞེས་བྱ་བ
G257	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་པའི་ཐབས
G258	རྡོ་རྗེ་རྣལ་འབྱོར་མ་དམར་མོའི་སྒྲུབ་ཐབས
G259	རྡོ་རྗེ་རྣལ་འབྱོར་མ་དཀར་མོའི་སྒྲུབ་ཐབས
G260	དཔལ་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས
G261	དཔལ་དེ་ཁོ་ན་ཉིད་ཡེ་ཤེས་གྲུབ་པ
G262	དོན་ཐམས་ཅད་གྲུབ་པ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
G263	ཡེ་ཤེས་དབབ་པ་ཞེས་བྱ་བ
G264	རྡོ་རྗེ་ཕག་མོ་དབུ་བཅད་མའི་སྒྲུབ་ཐབས
G265	དབུ་བཅད་མའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
G266	དཔལ་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྦྱིན་སྲེག་གི་ཆོ་ག
G267	རིགས་ལྡན་མའི་དེ་ཁོ་ན་ཉིད་ངེས་པ་ཞེས་བྱ་བ
G268	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས
G269	རུས་སྦལ་ཞབས་ཀྱི་སྒྲུབ་པའི་ཐབས
G270	ཀའུ་རྨ་པའ་ད་ཞེས་བྱ་བའི་གདམས་པ་ཕག་མོ་ཐུགས་ཀྱི་བསྒྲུབ་ཐབས
G271	རྡོ་རྗེ་རྣལ་འབྱོར་མ་མཁའ་སྤྱོད་མ་དམར་མོའི་སྒྲུབ་ཐབས
G272	སློབ་མ་རྗེས་སུ་གཟུང་བའི་ཆོ་ག་ཞེས་བྱ་བ
G273	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་དབང་མདོར་བསྡུས་པ་ཞེས་བྱ་བ
G274	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་ཚོགས་ཀྱི་འཁོར་ལོའི་ཆོ་ག་ཞེས་བྱ་བ
G275	རྣལ་འབྱོར་གྱི་རྗེས་སུ་འབྲང་བ་ཞེས་བྱ་བ་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་འགྲེལ་པ
G276	སྙིང་པོའི་དོན་བསྡུས་པ་བསྟན་པ
G277	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་མཆོད་པའི་ཆོ་ག
G278	ཀེང་རུས་ཏའ་ར་ངའི་སྒྲུབ་ཐབས
G279	ཀེང་རུས་ཏའ་ར་ཎའི་སྒྲུབ་ཐབས་ཀྱི་འགྲེལ་པ་གཞན་ལ་ཕན་པ་ཞེས་བྱ་བ
G280	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
G281	རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་ཐབས
G282	རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་ཐབས
G283	རྡོ་རྗེ་ཕག་མོ་དཀར་མོའི་སྒྲུབ་ཐབས
G284	དཔལ་རྡོ་རྗེ་ཕག་མོ་ཤེས་རབ་གསལ་བྱེད་མའི་བསྟོད་པ་ཞེས་བྱ་བ
G285	དཔལ་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་བཞེད་ཀྱི་སྦས་པའི་སྦྱིན་སྲེག་གི་ཆོ་ག་ཞེས་བྱ་བ
G286	དཔལ་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་དགོངས་པའི་སྦྱིན་སྲེག་གི་ཆོ་ག
G287	དཔལ་རྣལ་འབྱོར་མའི་ཞི་བའི་སྦྱིན་སྲེག་གི་ཆོ་ག
G288	དཔལ་རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་ཐབས
G289	རྡོ་རྗེ་ཕག་མོ་སྒྲུབ་ཐབས
G290	རྡོ་རྗེ་རྣལ་བྱོར་མའི་མཆོད་པ་ལ་སོགས་པ་མདོར་བསྡུས་པ
G291	དཔལ་རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་ཐབས་ཀྱི་ཆོ་ག་དོན་ཐམས་ཅད་གྲུབ་པ་ཞེས་བྱ་བ
G292	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས
G293	གཞན་དོན་སློབ་མ་རྗེས་སུ་གཟུང་བའི་ཆོ་ག
G294	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
G295	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ
G296	མངོན་པར་རྟོགས་པའི་སྙེ་མ
G297	རྡོ་རྗེ་རྣལ་འབྱོར་མའི་བདེ་བ་མཆོག་གི་སྡོམ་པ་ལ་འཇུག་པ་ངེས་པ་དོན་གྱི་དཀྱིལ་འཁོར་ཞེས་བྱ་བ
G298	དེ་ཁོ་ན་ཉིད་ཡེ་ཤེས་ཡང་དག་པར་གྲུབ་པའི་རྒྱ་ཆེར་འགྲེལ་པ་དེ་ཁོ་ན་ཉིད་བཤད་པ་ཞེས་བྱ་བ
G299	རྡོ་རྗེ་རྣལ་འབྱོར་མ་ཕག་མོ་ཁྲོས་པའི་སྒྲུབ་ཐབས
G300	རྡོ་རྗེ་རྣལ་འབྱོར་མ་ལ་བསྟོད་པ
G301	རིག་པ་འཛིན་མ་རྩེན་མའི་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་རྗེས་སུ་གནང་བའི་ཆོ་ག
G302	གཞན་དོན་སློབ་མ་རྗེས་སུ་བཟུང་བའི་ཆོ་ག
G303	དཔལ་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས
G304	རིན་པོ་ཆེ་རྒྱན་གྱི་སྒྲུབ་པ
G305	རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་པའི་ཐབས
G306	དཔལ་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
G307	རྡོ་རྗེ་རྣལ་འབྱོར་མ་ལ་བསྟོད་པ
G308	རྡོ་རྗེ་ཕག་མོའི་མདོར་བསྡུས་པའི་བསྟོད་པ
G309	ཡེ་ཤེས་དབབ་པའི་ཆོ་ག
G311	དཔལ་རྡོ་རྗེ་སྣལ་འབྱོར་མའི་དགོངས་པ་གསང་བའི་སྦྱིན་སྲེག་གི་ཆོ་ག
G314	རྡོ་རྗེ་ཕག་མོའི་པྲ་བརྟག་པ་གཏོར་མའི་ཆོ་ག་ལག་པའི་མཆོད་པ
G315	ཀྱེའི་རྡོ་རྗེ་བསྡུས་པའི་དོན་གྱི་རྒྱ་ཆེར་འགྲེལ་པ
G316	ཁྱེའི་རྡོ་རྗེའི་རྒྱུད་ཀྱི་དཀའ་འགྲེལ་པདམ་ཅན་ཞེས་བྱ་བ
G317	དཔལ་དགྱེས་པའི་རྡོ་རྗེ་རྣམ་བཤད་རྣམ་པར་འགྲེལ་པ་ཞེས་བྱ་བ
G318	དགྱེས་པ་རྡོ་རྗེའི་དཀའ་འགྲེལ་རྣལ་འབྱོར་རིན་པོ་ཆེའི་ཕྲེང་བ་ཞེས་བྱ་བ
G319	རྒྱུད་ཀྱི་རྒྱལ་པོ་དཔལ་ཁྱེའི་རྡོ་རྗེའི་འགྲེལ་བཤད་ཁ་སྦྱར་ཤིན་ཏུ་དྲི་མ་མེད་པ་ཞེས་བྱ་བ
G320	ཀཽ་མུ་དའི་ཞེས་བྱ་བའི་དཀའ་འགྲེལ
G321	རྡོ་རྗེའི་ཚིག་གི་སྙིང་པོ་བསྡུད་པའི་དཀའ་འགྲེལ
G322	རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་དགྱེས་པའི་རྡོ་རྗེ་ཞེས་བྱ་བ་སྒྱུ་མ་བརྟག་པ་གཉིས་པའི་དཀའ་འགྲེལ་དྲན་པའི་འབྱུང་གནས་ཞེས་བྱ་བ
G323	ཀྱེའི་རྡོ་རྗེ་ཞེས་བྱ་བའི་རྒྱུད་ཀྱི་རྒྱལ་པོའི་འགྲེལ་པ
G324	དཔལ་དགྱེས་པའི་རྡོ་རྗེའི་དཀའ་འགྲེལ་མུ་ཏིག་ཕྲེང་བ་ཞེས་བྱ་བ
G325	རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་དཔལ་དགྱེས་པའི་རྡོ་རྗེའི་དཀའ་འགྲེལ་སྤྱན་འབྱེད་ཅེས་བྱ་བ
G326	རབ་ཏུ་གསལ་བའི་ཁ་སྦྱོར་གྱི་རྒྱ་ཆེར་འགྲེལ་པ་ཞེས་བྱ་བ
G327	དཔལ་དགྱེས་པའི་རྡོ་རྗེའི་དཀའ་འགྲེལ་རྡོ་རྗེའི་ཚིག་བཏུ་བ་ཞེས་བྱ་བ
G328	དཔལ་དགྱེས་པའི་རྡོ་རྗེ་ཞེས་བྱ་བའི་རྒྱུད་ཀྱི་དོན་བསྡུས་པ
